postal_code,geojson
85309,"{""type"":""MultiPolygon"",""coordinates"":[[[[-112.363501,33.551312],[-112.363457,33.551312],[-112.36253,33.551309],[-112.361378,33.551311],[-112.360977,33.55131],[-112.358913,33.551305],[-112.358916,33.551104],[-112.358898,33.550758],[-112.358825,33.549401],[-112.358763,33.548056],[-112.358652,33.546016],[-112.358635,33.54554],[-112.358629,33.545429],[-112.358613,33.545143],[-112.358607,33.545039],[-112.358599,33.544897],[-112.358596,33.544838],[-112.358592,33.54478],[-112.358545,33.543923],[-112.358475,33.542427],[-112.358444,33.541913],[-112.35842,33.541399],[-112.358363,33.540373],[-112.358345,33.540104],[-112.35833,33.539878],[-112.35828,33.538863],[-112.358263,33.538352],[-112.358204,33.537335],[-112.358196,33.536892],[-112.358193,33.536444],[-112.358192,33.53631],[-112.358182,33.536031],[-112.358175,33.535797],[-112.358186,33.534197],[-112.358187,33.53324],[-112.358185,33.53278],[-112.358182,33.532218],[-112.358168,33.530732],[-112.358163,33.530174],[-112.35815,33.529797],[-112.359343,33.529819],[-112.359387,33.529812],[-112.359354,33.529716],[-112.360874,33.529732],[-112.370575,33.529805],[-112.375373,33.529907],[-112.37537,33.528961],[-112.375382,33.527693],[-112.375384,33.527033],[-112.375393,33.526355],[-112.374883,33.526353],[-112.371535,33.52634],[-112.366678,33.526323],[-112.366665,33.523201],[-112.366664,33.52285],[-112.366661,33.522734],[-112.366658,33.522596],[-112.366657,33.522553],[-112.366655,33.522502],[-112.366658,33.522388],[-112.368754,33.522441],[-112.370106,33.522618],[-112.370917,33.522624],[-112.371875,33.522633],[-112.371865,33.522389],[-112.371875,33.522162],[-112.37175,33.51916],[-112.375186,33.519096],[-112.375306,33.519094],[-112.375305,33.51971],[-112.375309,33.519728],[-112.375351,33.521607],[-112.375367,33.522304],[-112.375426,33.522419],[-112.375587,33.522423],[-112.375767,33.522426],[-112.382694,33.522547],[-112.382697,33.522654],[-112.382698,33.522709],[-112.382714,33.523282],[-112.382958,33.523283],[-112.383939,33.52329],[-112.383935,33.523153],[-112.386882,33.523097],[-112.38781,33.523781],[-112.38801,33.523609],[-112.388673,33.523001],[-112.388794,33.522895],[-112.388852,33.522844],[-112.389115,33.522837],[-112.389205,33.522761],[-112.389319,33.522661],[-112.392416,33.51994],[-112.392509,33.519195],[-112.392516,33.51914],[-112.401093,33.51914],[-112.401098,33.519779],[-112.401098,33.519838],[-112.401137,33.519885],[-112.401146,33.519903],[-112.40124,33.520001],[-112.401311,33.520066],[-112.401432,33.520158],[-112.401754,33.520412],[-112.402133,33.520685],[-112.402411,33.520892],[-112.402552,33.52098],[-112.402692,33.521087],[-112.402882,33.521256],[-112.402948,33.52133],[-112.403016,33.521428],[-112.403062,33.521517],[-112.4031,33.521621],[-112.40312,33.521715],[-112.403129,33.521822],[-112.403119,33.521937],[-112.403102,33.522011],[-112.403064,33.522109],[-112.403009,33.522208],[-112.402908,33.522336],[-112.402781,33.522475],[-112.402685,33.52257],[-112.402641,33.522613],[-112.402553,33.522692],[-112.401659,33.523488],[-112.401228,33.52388],[-112.401157,33.523961],[-112.401123,33.524028],[-112.401107,33.524102],[-112.401108,33.524213],[-112.401116,33.525097],[-112.401119,33.5263],[-112.401119,33.52634],[-112.401119,33.526441],[-112.399658,33.52646],[-112.399258,33.526743],[-112.395079,33.52973],[-112.394771,33.529977],[-112.39013,33.534207],[-112.388661,33.535533],[-112.385957,33.538011],[-112.384107,33.539698],[-112.384007,33.539732],[-112.383947,33.539786],[-112.38381,33.539862],[-112.384585,33.551063],[-112.384605,33.551372],[-112.384609,33.551434],[-112.384614,33.551508],[-112.384416,33.551505],[-112.38385,33.551499],[-112.38131,33.551461],[-112.380126,33.551454],[-112.378928,33.551432],[-112.376262,33.551405],[-112.373858,33.551381],[-112.372583,33.551378],[-112.370038,33.551354],[-112.368768,33.55135],[-112.367585,33.551339],[-112.36749,33.551338],[-112.363501,33.551312]]]]}"
85310,"{""type"":""MultiPolygon"",""coordinates"":[[[[-112.211687,33.681783],[-112.212533,33.681777],[-112.216714,33.681743],[-112.218301,33.68173],[-112.220296,33.681708],[-112.220441,33.681707],[-112.220691,33.681706],[-112.220877,33.681705],[-112.221529,33.681698],[-112.222162,33.681694],[-112.222359,33.681693],[-112.222433,33.681693],[-112.222674,33.681692],[-112.222814,33.68169],[-112.223087,33.681689],[-112.223176,33.681688],[-112.223178,33.681733],[-112.223173,33.68256],[-112.223171,33.682982],[-112.223175,33.683375],[-112.223179,33.683711],[-112.223092,33.684149],[-112.22302,33.684506],[-112.22298,33.684705],[-112.222949,33.684864],[-112.223,33.685673],[-112.222874,33.686784],[-112.222316,33.687283],[-112.221994,33.687803],[-112.221795,33.688546],[-112.221919,33.688794],[-112.221919,33.68919],[-112.221994,33.689488],[-112.220727,33.689216],[-112.220437,33.689154],[-112.220443,33.688991],[-112.220446,33.688899],[-112.220354,33.688939],[-112.220312,33.688957],[-112.220311,33.688992],[-112.220305,33.690493],[-112.220264,33.690805],[-112.220259,33.690861],[-112.220239,33.691101],[-112.220216,33.691381],[-112.220168,33.692021],[-112.220152,33.692565],[-112.220261,33.692518],[-112.220261,33.693509],[-112.220264,33.694529],[-112.220267,33.695478],[-112.220266,33.695757],[-112.220276,33.696294],[-112.219857,33.696287],[-112.219406,33.696279],[-112.219061,33.696273],[-112.218864,33.696272],[-112.217974,33.696255],[-112.217925,33.696257],[-112.216176,33.696269],[-112.216122,33.696279],[-112.216051,33.696309],[-112.215996,33.696322],[-112.215564,33.696325],[-112.213654,33.696329],[-112.212657,33.696328],[-112.212009,33.69633],[-112.211894,33.696323],[-112.211807,33.696307],[-112.211766,33.696296],[-112.211717,33.696284],[-112.211635,33.696277],[-112.211533,33.69628],[-112.211304,33.696279],[-112.209562,33.696275],[-112.209303,33.696275],[-112.208988,33.696277],[-112.208455,33.696281],[-112.208021,33.696281],[-112.207625,33.696281],[-112.206321,33.696281],[-112.205229,33.696281],[-112.20462,33.69628],[-112.204337,33.696279],[-112.203184,33.696276],[-112.203065,33.696276],[-112.203082,33.696932],[-112.203087,33.697634],[-112.203088,33.697722],[-112.203088,33.697871],[-112.203089,33.698119],[-112.203095,33.699554],[-112.203096,33.69963],[-112.203096,33.699707],[-112.203097,33.699893],[-112.203102,33.701355],[-112.203102,33.701737],[-112.203101,33.701845],[-112.203094,33.702797],[-112.203089,33.703383],[-112.20309,33.703577],[-112.203092,33.704055],[-112.203095,33.705066],[-112.2031,33.705429],[-112.203118,33.706759],[-112.203129,33.707293],[-112.203133,33.707815],[-112.203135,33.708175],[-112.203108,33.709731],[-112.203111,33.71044],[-112.203119,33.710825],[-112.203121,33.710919],[-112.203133,33.711648],[-112.203133,33.711979],[-112.203134,33.712285],[-112.202921,33.712273],[-112.20285,33.712269],[-112.201587,33.712246],[-112.20085,33.712237],[-112.20007,33.712209],[-112.199641,33.712218],[-112.199221,33.712226],[-112.197811,33.71226],[-112.197548,33.712271],[-112.195444,33.712293],[-112.194742,33.712268],[-112.194643,33.712264],[-112.193988,33.712275],[-112.191151,33.712306],[-112.19047,33.712311],[-112.190352,33.712316],[-112.188181,33.712356],[-112.186789,33.712365],[-112.185919,33.712365],[-112.185768,33.712361],[-112.183971,33.71237],[-112.183587,33.712372],[-112.183003,33.712375],[-112.182654,33.712376],[-112.1803,33.712385],[-112.179853,33.712387],[-112.178755,33.712397],[-112.17602,33.712425],[-112.174111,33.712439],[-112.172638,33.712446],[-112.172089,33.712452],[-112.169858,33.712478],[-112.169746,33.712482],[-112.169709,33.712483],[-112.169545,33.712488],[-112.168361,33.712501],[-112.167632,33.712527],[-112.166301,33.712539],[-112.165572,33.712541],[-112.165424,33.712544],[-112.1654,33.712545],[-112.165367,33.712547],[-112.165304,33.712561],[-112.164077,33.712567],[-112.163845,33.712574],[-112.163825,33.712573],[-112.163781,33.712571],[-112.163649,33.712573],[-112.163347,33.712579],[-112.162992,33.712578],[-112.161877,33.712588],[-112.161064,33.712596],[-112.157716,33.712642],[-112.156731,33.712656],[-112.153113,33.71271],[-112.152839,33.712714],[-112.152323,33.712716],[-112.151999,33.712717],[-112.15138,33.71272],[-112.149658,33.712738],[-112.148704,33.712748],[-112.148469,33.71275],[-112.145974,33.712773],[-112.145211,33.712779],[-112.143692,33.712784],[-112.143675,33.713074],[-112.143674,33.713356],[-112.14368,33.71349],[-112.143684,33.713581],[-112.143705,33.713744],[-112.143711,33.713789],[-112.143746,33.71395],[-112.143789,33.714082],[-112.143838,33.714212],[-112.143927,33.714387],[-112.143362,33.714592],[-112.143092,33.71468],[-112.142866,33.71476],[-112.142794,33.714786],[-112.142417,33.714884],[-112.142129,33.714953],[-112.141829,33.715005],[-112.141654,33.71507],[-112.14154,33.71514],[-112.141496,33.715168],[-112.141425,33.715196],[-112.141332,33.715214],[-112.141243,33.715218],[-112.141169,33.715212],[-112.141042,33.715192],[-112.140929,33.715182],[-112.140664,33.715166],[-112.140419,33.715131],[-112.140374,33.71514],[-112.14034,33.715161],[-112.140314,33.715199],[-112.140307,33.715226],[-112.140304,33.71526],[-112.140309,33.71541],[-112.140312,33.716118],[-112.140303,33.716262],[-112.140276,33.716445],[-112.140248,33.716543],[-112.140169,33.716726],[-112.140092,33.716867],[-112.139901,33.717142],[-112.13988,33.717185],[-112.139833,33.717319],[-112.139816,33.717416],[-112.139798,33.71759],[-112.139807,33.717674],[-112.139829,33.717737],[-112.139869,33.717814],[-112.13988,33.717866],[-112.139879,33.717951],[-112.139875,33.717999],[-112.13985,33.718071],[-112.139807,33.718166],[-112.139798,33.718214],[-112.139802,33.718274],[-112.139824,33.718338],[-112.139861,33.718396],[-112.139994,33.71857],[-112.14005,33.718664],[-112.140096,33.718772],[-112.140125,33.718885],[-112.140135,33.718976],[-112.140128,33.719024],[-112.140104,33.719081],[-112.140065,33.719137],[-112.140019,33.719184],[-112.139974,33.719213],[-112.139842,33.719262],[-112.139808,33.719288],[-112.139786,33.719322],[-112.13976,33.719381],[-112.139713,33.719431],[-112.139681,33.71945],[-112.139655,33.719465],[-112.139583,33.719491],[-112.139513,33.7195],[-112.13944,33.719489],[-112.139278,33.719426],[-112.139233,33.719426],[-112.139199,33.719436],[-112.139121,33.719475],[-112.13903,33.719506],[-112.138831,33.719555],[-112.138757,33.719561],[-112.13871,33.719558],[-112.138124,33.719555],[-112.138089,33.719547],[-112.137985,33.719509],[-112.137853,33.719438],[-112.137704,33.719382],[-112.137589,33.719347],[-112.137491,33.719333],[-112.137417,33.719334],[-112.137099,33.71932],[-112.136981,33.719306],[-112.136914,33.719292],[-112.136876,33.719277],[-112.136827,33.719246],[-112.136757,33.719172],[-112.136701,33.71909],[-112.136673,33.719026],[-112.136622,33.718849],[-112.136617,33.718812],[-112.136611,33.718634],[-112.136614,33.717473],[-112.136636,33.717055],[-112.136317,33.716802],[-112.136255,33.716764],[-112.136189,33.716734],[-112.136097,33.716707],[-112.136029,33.716696],[-112.13581,33.716672],[-112.135734,33.716655],[-112.135667,33.716624],[-112.135622,33.716591],[-112.135587,33.716554],[-112.135559,33.7165],[-112.135545,33.716442],[-112.13554,33.716361],[-112.135544,33.716325],[-112.135532,33.715947],[-112.135531,33.715887],[-112.135508,33.715779],[-112.135312,33.715298],[-112.135251,33.715116],[-112.135201,33.715023],[-112.135093,33.714884],[-112.135059,33.71486],[-112.135014,33.714805],[-112.134983,33.71474],[-112.134968,33.714679],[-112.134965,33.714621],[-112.134972,33.714441],[-112.134976,33.714343],[-112.134988,33.714036],[-112.134989,33.713326],[-112.134948,33.712812],[-112.135027,33.71281],[-112.135015,33.711402],[-112.13501,33.710506],[-112.135006,33.708862],[-112.135001,33.708446],[-112.134974,33.705591],[-112.134978,33.70354],[-112.134943,33.70195],[-112.134931,33.700645],[-112.134927,33.700541],[-112.134907,33.700367],[-112.134871,33.700212],[-112.134866,33.700199],[-112.134886,33.699178],[-112.134877,33.698349],[-112.13484,33.697243],[-112.134842,33.696096],[-112.134836,33.695002],[-112.134813,33.693865],[-112.134802,33.693311],[-112.134795,33.69211],[-112.134779,33.690913],[-112.134762,33.68919],[-112.134749,33.688049],[-112.134727,33.686321],[-112.134727,33.685938],[-112.13472,33.685578],[-112.134721,33.685069],[-112.13474,33.684769],[-112.134764,33.68423],[-112.134764,33.683837],[-112.135267,33.683833],[-112.135656,33.683827],[-112.136375,33.683829],[-112.136506,33.68383],[-112.137778,33.683817],[-112.138399,33.683808],[-112.138642,33.683795],[-112.139728,33.683787],[-112.140233,33.683784],[-112.140566,33.683774],[-112.140665,33.683772],[-112.140826,33.683754],[-112.140972,33.683724],[-112.141131,33.683676],[-112.141282,33.683613],[-112.14188,33.683255],[-112.142188,33.683068],[-112.142464,33.683391],[-112.142632,33.683597],[-112.142639,33.683604],[-112.152034,33.678582],[-112.152015,33.675346],[-112.152,33.672833],[-112.151982,33.669845],[-112.154164,33.669822],[-112.155412,33.669822],[-112.155657,33.67011],[-112.156596,33.671213],[-112.160813,33.671195],[-112.168906,33.671187],[-112.168867,33.673318],[-112.16886,33.673684],[-112.168764,33.678905],[-112.169392,33.678926],[-112.169401,33.679455],[-112.169414,33.680218],[-112.168711,33.680301],[-112.168589,33.683405],[-112.168645,33.694131],[-112.168672,33.695029],[-112.168738,33.697258],[-112.168739,33.697993],[-112.168974,33.69799],[-112.169687,33.697978],[-112.170047,33.697971],[-112.170168,33.69797],[-112.171564,33.69796],[-112.172976,33.697954],[-112.174063,33.697955],[-112.174409,33.697956],[-112.176388,33.697941],[-112.177882,33.697914],[-112.178175,33.697896],[-112.178355,33.697874],[-112.178544,33.69783],[-112.178605,33.697812],[-112.178697,33.697779],[-112.178791,33.697738],[-112.178846,33.697714],[-112.178879,33.697696],[-112.178906,33.697681],[-112.178959,33.697652],[-112.178995,33.697627],[-112.179328,33.697401],[-112.17963,33.697148],[-112.179835,33.696976],[-112.180589,33.696337],[-112.181366,33.695706],[-112.182321,33.694965],[-112.182723,33.694631],[-112.18299,33.694395],[-112.183198,33.694192],[-112.184001,33.693332],[-112.184171,33.693127],[-112.18432,33.692921],[-112.184408,33.692782],[-112.184499,33.692644],[-112.184581,33.69254],[-112.184661,33.692455],[-112.184754,33.692378],[-112.184856,33.692314],[-112.184958,33.692265],[-112.185075,33.69222],[-112.185373,33.69212],[-112.18575,33.691986],[-112.18679,33.691566],[-112.18701,33.691468],[-112.187197,33.691367],[-112.187369,33.691257],[-112.18751,33.691153],[-112.187613,33.691062],[-112.187718,33.690951],[-112.187823,33.690818],[-112.187912,33.690681],[-112.187977,33.690556],[-112.188043,33.690392],[-112.188071,33.690265],[-112.188082,33.690158],[-112.188083,33.690037],[-112.188068,33.689897],[-112.18806,33.689862],[-112.188018,33.689687],[-112.187947,33.689434],[-112.187803,33.689007],[-112.187719,33.688794],[-112.187635,33.688618],[-112.187182,33.687813],[-112.186982,33.687472],[-112.186958,33.687424],[-112.186875,33.687259],[-112.186844,33.687205],[-112.186775,33.687069],[-112.18675,33.687007],[-112.186704,33.686886],[-112.186661,33.686733],[-112.186645,33.686656],[-112.186645,33.686133],[-112.186645,33.684313],[-112.186651,33.683222],[-112.186653,33.682951],[-112.187626,33.682945],[-112.187799,33.682954],[-112.188021,33.682952],[-112.188288,33.682973],[-112.188479,33.682971],[-112.188546,33.682971],[-112.188714,33.682961],[-112.188887,33.682938],[-112.189199,33.682872],[-112.189671,33.682749],[-112.190073,33.682639],[-112.190204,33.682597],[-112.190357,33.682536],[-112.190513,33.68246],[-112.190666,33.68237],[-112.190865,33.682243],[-112.191638,33.681706],[-112.1918,33.681604],[-112.191876,33.68168],[-112.192018,33.681811],[-112.192164,33.681928],[-112.19235,33.682055],[-112.192562,33.682184],[-112.192804,33.682314],[-112.193006,33.682404],[-112.193278,33.682501],[-112.193531,33.682574],[-112.193724,33.68262],[-112.193964,33.682661],[-112.194049,33.682673],[-112.194304,33.682699],[-112.194504,33.682708],[-112.194741,33.682706],[-112.195052,33.682683],[-112.195341,33.682643],[-112.195512,33.68261],[-112.195735,33.682554],[-112.197329,33.682041],[-112.197572,33.681972],[-112.197797,33.681907],[-112.198113,33.681805],[-112.198267,33.681767],[-112.198376,33.681748],[-112.198597,33.681721],[-112.198958,33.681668],[-112.199016,33.681663],[-112.199105,33.681655],[-112.19929,33.681659],[-112.199455,33.68166],[-112.199793,33.681643],[-112.1999,33.681644],[-112.200026,33.681655],[-112.200175,33.68168],[-112.201113,33.681783],[-112.201579,33.681833],[-112.201858,33.681855],[-112.202175,33.681868],[-112.202549,33.681867],[-112.203099,33.681851],[-112.203332,33.681845],[-112.203455,33.681862],[-112.203709,33.681862],[-112.203959,33.681843],[-112.204377,33.681855],[-112.204711,33.681856],[-112.204882,33.681841],[-112.205583,33.68183],[-112.206569,33.681821],[-112.211687,33.681783]]]]}"
